Tipo,Num,Proceso,Enviar A,Fecha Hallazgo,Estado,Eficacia Global,Descripción,Servicio,Fuente,Reportado Por,Indicador,Actividad,,,,,,Fecha Cierre Proyectada,Avance %,Dias,Fecha Cierre,Causa Raiz
No Conformidad,1994,Gestión de Recursos,calidad,12/Mar/2025,Vencida,,"24. Sala de procedimientos, que cuenta con: 24.3. Equipo de pequeña cirugía: No cuenta con equipo de pequeña cirugía. 24.4. Dotación requerida conforme con lo documentado en el estándar de procesos prioritarios: En el estándar de procesos prioritarios no describe la dotación requerida para el servicio. 24.5. Oxigeno medicinal que puede ser suministrado mediantesalida de oxigeno medicinal o mediante oxigeno medicinal portátil: No cuenta con oxigeno medicinal. 24.6. Succión. Puede ser suministrado mediante sistema de vacio o mediante aspirador: No cuenta con succión.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Santa Rosa - Santa Rosa,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1995,Gestión de Recursos,calidad,12/Mar/2025,Vencida,,"26. Sala de observación, que cuenta con: 26.2. Dotación requerida conforme con lo documentado en el estándar de procesos prioritarios: En el estándar de procesos prioritarios no describe la dotación requerida para el servicio. 26.3. Oxigeno medicinal que puede ser suministrado mediante salida de oxigeno medicinal o mediante oxigeno medicinal portátil por camilla: No cuenta con oxigeno medicinal. 26.4. Succión. Puede ser suministrado mediante sistema devacio o mediante aspirador: No cuenta con succión por medio de aspirador.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Santa Rosa - Santa Rosa,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1996,Gestión de Recursos,calidad,12/Mar/2025,Vencida,,27. Ambiente de transición que cuenta con: No cuenta con ambiente de transición. 27.1. Silla reclinable escualizable: No Cuenta con silla reclinable.,,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Santa Rosa - Santa Rosa,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1997,Gestión de Recursos,calidad,12/Mar/2025,Vencida,,"28. Sala de reanimación, que cuenta con: 28.2. Mesa auxiliar rodante: No cuenta con mesa auxilixar rodante. 28.3. Aspirador para cada camilla: No cuenta con aspirador para cada camilla.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Santa Rosa - Santa Rosa,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1998,Gestión de Recursos,calidad,12/Mar/2025,Vencida,,28.4. Monitor de signos vitales con accesorios adultos o pediátricos que cuenta como mínimo con: No cuenta con monitor. 28.4.1. Trazado electrocardiográfico: No cuenta con monitor. 28.4.2. Presión no invasiva: No cuenta con monitor. 28.4.3. Saturación de oxigeno: No cuenta con monitor. 28.4.4. Temperatura: No cuenta con monitor. 28.6. Lámpara o fuente de iluminación móvil o fija: No cuenta con lámpara. 28.7. Carro de paro: No cuenta con carro de paro.,,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Santa Rosa - Santa Rosa,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1999,Misionales,calidad,12/Mar/2025,Vencida,,34. Cumple con los Criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con: No cumple con los criterios que le sean aplicables de todos los servicios.,,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Santa Rosa - Santa Rosa,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,2000,Misionales,calidad,12/Mar/2025,Vencida,,"36. Cumple con los criterios definidos en todos los servicios y adicionalmente cuenta con la siguiente información documentada: Ver transversal procesos prioritarios. 36.1. Ronda médica de evolución diaria de pacientes: La ESE presenta PR-MI-HO-01 ronda de seguridad del paciente lo cual no es alugar a lo solicitado en el presente criterio. 36.3. Entrega de turno por parte de enfermería y de medicina: La ESE presenta documento PT-MI-CE-29 protocolo de recibo y entrega de turno el cual tiene como objetivo establecer las actividades necesarias para la correcta entrega y recibo de turno que garanticen la continuidad en la prestación de los servicios dicha entrega y recibo de turno se registra en la historia clínica del paciente, no se cuenta con soporte de socialización de dicho documento, por lo tanto no se puede garantizar que dicho documento este en ejecucion. 36.4. Control de líquidos: La ESE presenta documento PT-MI-HO-22 protocolo control de líquidos administrados y eliminados en el cual se relaciona los elementos e insumos necesarios, los elementos de protección personal, no se cuenta con soporte de socialización de dicho documento por lo tanto no se puede garantizar que estén en ejecución. 36.5. Plan de cuidados de enfermeria: La ESE presenta formato de plan de cuidados de enfermería el cual ya está estandarizado por patología, no se cuenta con documento macro del plan de cuidados al igual que no se cuentacon soporte de socialización de dicho documento por lo que no se puede garantizar que dicho plan de enfermeria se este ejecutando. 36.7. Sujeción de pacientes: La ESE presenta documento PT-MI-UR-55 protocolo de inmovilización paciente inconsciente y psiquiátrico el cual tiene como objetivo establecer las actividades que garanticen la correcta inmovilización del paciente, al momento de la verificación no se cuenta con soporte de socialización. 36.9. Cateterismo vesical: La ESE presenta documento PT-MI-UR-14 protocolo prevención y paso de sonda vesical el cualtiene como objetivo disminuir el riesgo de infección en el tracto urinario mediante una correcta técnica aséptica, al momento de la verificación no se cuenta con soporte de socialización nimedición de adherencia por lo que no se puede garantizar que dicho documento se encuentre ejecutado por lo anterior el prestador no cumple con el criterio verificado. 36.10. Preparación para la toma de imágenes diagnósticas: No cuenta con la informacion solicitada. 36.11. Información a familiares o responsables sobre el estado de salud del paciente: No cuenta con la informacion solicitada. 36.13. Selección y clasificación de pacientes - TRIAGE: La ESE cuenta con documento PT-MI-UR-29 protocolo de triage el cual tiene como objetivo definir las pautas que permitan priorizar la atención de los pacientes a su llegada a urgencias atreves de una evaluación rápida de enfermería, al momento de la verificación no se cuenta socialización ni medición de adherencia por lo que no se puede garantizar que el documento se encuentre en ejecución.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Santa Rosa - Santa Rosa,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,2001,Misionales,calidad,12/Mar/2025,Vencida,,36.15. Criterios clinicos para la ubicación y atención de pacientes en el ambiente de transición: No cuenta con la informacion solicitada.,,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Santa Rosa - Santa Rosa,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,2002,Misionales,calidad,12/Mar/2025,Vencida,,"36.16. Criterios clínicos para referir y recibir a un usuario a servicios de consulta externa, hospitalización u otros servicios de cualquier complejidad: No cuenta con la informacion solicitada.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Santa Rosa - Santa Rosa,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,2003,Misionales,calidad,12/Mar/2025,Vencida,,36.17. Identificación de pacientes que por su condición clinica pueden ser tratados en su domicilio: No cuenta con la informacion solicitada.,,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Santa Rosa - Santa Rosa,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,2004,Misionales,calidad,12/Mar/2025,Vencida,,36.18. Identificación de pacientes que por su condición clínica pueden ser derivados a servicios de consulta externa que cuenten con la estrategia de consulta prioritaria: No cuenta con la informacion solicitada.,,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Santa Rosa - Santa Rosa,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,2005,Misionales,calidad,12/Mar/2025,Vencida,,"36.19. Manejo de urgencias que incluya: No cuenta con toda la informacion documentada. 36.19.2. Agitación psicomotora, conducta suicida y agresión a terceros: La ESE cuenta con documento PT-MI-UR-47 paciente agitado en el servicio de urgencia el cual dicta los lineamientos y estrategias para el manejo del paciente agitado, conducta suicida y agresión a terceros, el cual no se encuentra socializado. 36.19.3. Agudización de síntomas psiquiátricos e intervención en crisis: La ESE cuenta con documento PT-MI-UR-47 paciente agitado en el servicio de urgencia el cual dicta los lineamientos y estrategias para el manejo del paciente agitado, conducta suicida y agresión a terceros, el cual no se encuentra socializado.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Santa Rosa - Santa Rosa,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,2006,Misionales,calidad,12/Mar/2025,Vencida,,"36.21. Información al paciente sobre recomendaciones al egreso, criterios de reingreso, controles y posibles complicaciones: No cuenta con la informacion solicitada.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Santa Rosa - Santa Rosa,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,2007,Misionales,calidad,12/Mar/2025,Vencida,,"36.23. Atención en salud a víctimas de violencia sexual segun normatividad vigente: La ESE cuenta con documento protocolo de atención a víctimas de violencia sexual el cual tiene como objetivo garantizar la atención integral a toda víctima de violencia sexual de acorde a los criterios básicos e indispensables para el abordaje integral de las víctimas de violencia sexual, no se cuenta con soporte de socialización.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Santa Rosa - Santa Rosa,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,2008,Misionales,calidad,12/Mar/2025,Vencida,,"36.24. Aislamiento de pacientes que por su condición clínica lo requieran: La ESE cuenta con documento PT-MI-HO-64 aislamiento de paciente el cual define los lineamientos para los diferentes tipos de aislamiento bajo las precauciones universales, no se cuenta con soporte de medición de adherencia ni de socialización.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Santa Rosa - Santa Rosa,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,2009,Misionales,calidad,12/Mar/2025,Vencida,,"36.25. Documento que orienta la atención en salud de pacientes con problemas y trastornos en salud mental o consumo de sustancias psicoactivas: La ESE cuenta con documento guía clinica para la atención y manejo de la depresión en salud mental la cual tiene como objetivo establecer pautas de manejo de la depresión que permita un diagnóstico oportuno y manejo de los paciente con problemas de salud mental, al momento de la verificación no se cuenta con soporte de socialización con el personal de urgencias.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Santa Rosa - Santa Rosa,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,2010,Misionales,calidad,12/Mar/2025,Vencida,,39. Cumple con los criterios que le sean aplicables de todos los servicios: ver transversal de historia clinica.,,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Santa Rosa - Santa Rosa,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,2011,Misionales,calidad,12/Mar/2025,Vencida,,"1. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente, cuenta con: Ver Estándar transversal Talento Humano. 1.1. Tecnólogo en atención prehospitalaria o técnico profesional en atención prehospitalaria o auxiliar en enfermerla, en cualquier caso, cuenta con constancia de asistencia en las acciones de formación continua en soporte vital básico: Disponibilidad de auxiliares de enfermería constancia de asistencia en las acciones de formación continua en soporte vital básico.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Santa Rosa - Santa Rosa,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,2012,Gestión de Recursos,calidad,12/Mar/2025,Vencida,,"12.1.3. Área o ambiente para realizar procesos de limpieza y desinfección, que cuenta con mesón de trabajo con poceta: No cuenta con área para realizar procesos de limpieza y desinfección.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Santa Rosa - Santa Rosa,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,2013,Gestión de Recursos,calidad,12/Mar/2025,Vencida,,"12.2. Disponibilidad de área o ambiente para realizar el proceso de aseo, limpieza y desinfección de los vehrculos. Cuando el prestador de servicios de salud contrate el proceso de aseo, limpieza y desinfección de los vehículos con un tercero, cuenta con un contrato, o convenio o acuerdo escrito entre las partes. Para este caso el tercero cuenta con los permisos correspondientes expedidos por la autoridad sanitaria y ambiental para tal fin: No cuenta con área para el lavado de las ambulacias.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Santa Rosa - Santa Rosa,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,2014,Gestión de Recursos,calidad,12/Mar/2025,Vencida,,16.3. Sistema de georreferenciación y comunicación que permita el monitoreo y contacto con la entidad territorial en salud a través del CRUE. No cuenta con sistema de comunicaciones de uso exclusivo de la ambulancia realiza la comunicación por medio del celular personal.,,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Santa Rosa - Santa Rosa,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,2015,Gestión de Recursos,calidad,12/Mar/2025,Vencida,,"31. Cumplen con los criterios definidos para todos los servicios y adicionalmente, cuentan con: Revisar estandar trasversal. 31.1. Desfibrilador externo automático, incluyendo electrodos adhesivos para adultos y pediátricos, con fecha de vencimiento vigente. Cuenta con DEA, se le informa al prestador que lo debe incoroporar de manera inmediata al vehiculo. 31.5. Aspirador nasal manual: No cuenta con aspirador nasal manual. 31.8. Camma principal con sistema de anclaje y cinturones de seguridad o correas para asegurar el paciente: No cuenta con cama principal con sistema de anclaje. 31.13. Pinzas de Magill: No cuenta con pinzas de magil aptas para prestar el servicio. 31.14. Tijeras de material o cortatodo: No cuenta con tijeras de material corta todo.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Santa Rosa - Santa Rosa,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,2016,Gestión de Recursos,calidad,12/Mar/2025,Vencida,,"31.22. Conjunto para inmovilización que cuenta con inmovilizadores cervicales graduables, adulto (2) y pediátrico (2), inmovilizadores laterales de cabeza, inmovilizadores para extremidades superiores e inferiores: Cuenta con inmovilizadores cervicales graduables, adulto y pediátrico (2), inmovilizadores laterales de cabeza, no cuenta con inmovilizadores para extremidades superiores e inferiores.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Santa Rosa - Santa Rosa,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,2017,Gestión de Recursos,calidad,12/Mar/2025,Vencida,,31.25. Monitor de signos vitales con accesorios adultos y pediátricos que cuenta como mínimo con: 31.25.2. Presión no invasiva: No cuenta con accesorio de presión no invasiva. 31.25.3. Saturación de oxigeno que puede estar integrado en el monitor o externo: No cuenta con accesorio de saturación de oxigeno.,,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Santa Rosa - Santa Rosa,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,2018,Gestión de Recursos,calidad,12/Mar/2025,Vencida,,"36. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente el prestador define los medicamentos, dispositivos médicos e insumas requeridos de acuerdo con lo documentado en el estándar de procesos prioritarios: No Cumple con los criterios que le sean aplicables de todos los servicios.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Santa Rosa - Santa Rosa,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,2019,Gestión de Recursos,calidad,12/Mar/2025,Vencida,,37.2. Aditamento supraglótico de varias tallas adulto y pediátrico: No cuenta con aditamento supraglótico.,,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Santa Rosa - Santa Rosa,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,2020,Misionales,calidad,12/Mar/2025,Vencida,,41. Cumple con los criterios que le sean aplicables de todos los servy iadciciionaolmsent e cuenta con la siguiente información documentada: El prestador no cumple con los criterios que le sean aplicables de todos los servicios.,,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Santa Rosa - Santa Rosa,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,2021,Misionales,calidad,12/Mar/2025,Vencida,,43. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con: El prestador no cumple cpn los criterios que sean aplicables a todos los servicios.,,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Santa Rosa - Santa Rosa,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,18,Gestión de Recursos,calidad,10/Mar/2025,Vencida,,La rampa ubicada al ingreso de la institución no cuenta con cinta antideslizante ni pasamanos.,,Auditoría de Calidad - AIC - San Sebastián,Administrador,,Realizar instalacion de cinta antideslizante y pasamanos,Administrador,10/Mar/2025,-,,,30/Jun/2025,0 %,-150,,
No Conformidad,19,Gestión de Recursos,calidad,10/Mar/2025,Vencida,,*Los baños no cuentan con señalética tipo braille;,,Auditoría de Calidad - AIC - San Sebastián,Administrador,,"Realizar cotizacion, diseño y contratación para la instalacion de señaletica tipo braille",Administrador,10/Mar/2025,-,,,30/Jun/2025,0 %,-150,,
No Conformidad,20,Gestión de Recursos,calidad,10/Mar/2025,Vencida,,*La señalética tipo braille no se encuentra ubicada a una altura adecuada para ser utilizada por los usuarios que la requieran.,,Auditoría de Calidad - AIC - San Sebastián,Administrador,,Reubicar señaletica a la altura indicada,Administrador,10/Mar/2025,-,,,30/Jun/2025,0 %,-150,,
No Conformidad,21,Gestión de Recursos,calidad,10/Mar/2025,Vencida,,*Los baños ubicados en la sala de espera no cuentan con aditamentos para personas en situación de discapacidad o movilidad reducida.,,Auditoría de Calidad - AIC - San Sebastián,Administrador,,Realizar instalación de aditamentos en los baños para las personas de movilidad reducida,Administrador,10/Mar/2025,-,,,30/Jun/2025,0 %,-150,,
No Conformidad,22,SIAU,calidad,10/Mar/2025,Vencida,,*Se evidencia que no coincide la información descrita en el manual de atención al usuario describen que cumplen con los tiempos de respuesta de las PQRS; de acuerdo a la circular 05 de 2023 pero manifiestan que realizan la apertura del buzón cada 8 días; se sugiere que la apertura se realice día de promedio y creen un formato para describir lo que se encuentre y se realice solo un acta de manera mensual.,,Auditoría de Calidad - AIC - San Sebastián,Administrador,,Realizar actualización del manual de atencion al usuario,Administrador,10/Mar/2025,-,,,30/Jun/2025,0 %,-150,,
No Conformidad,23,Gestión de Recursos,calidad,10/Mar/2025,Vencida,,*Se sugiere instalar señalética para atención preferencias visible en donde se visualicen las imágenes de atención preferencial.,,Auditoría de Calidad - AIC - San Sebastián,Administrador,,"Reubicar señaletica de atención preferencial, en un lugar visible.",Administrador,10/Mar/2025,-,,,30/Jun/2025,0 %,-150,,
No Conformidad,24,Gestión de Recursos,calidad,10/Mar/2025,Vencida,,Se evidencia que de acuerdo a la capacidad instalada hay habilitados 5 consultorios y tienen en funcionamiento 4 se debe realizar la novedad de cierre de un consultorio el cual fue adecuado para el servicio de farmacia.,,Auditoría de Calidad - AIC - San Sebastián,Administrador,,Realizar revisión de necesidad para la modificacion de capacidad instalada.,calidad,10/Mar/2025,-,,,30/Jun/2025,0 %,-150,,
No Conformidad,25,Gestión de Talento Humano,calidad,10/Mar/2025,Vencida,,"*Se evidencia que la enfermera Tatiana Córdoba y Auxiliar de Enfermería: Yaneri Santiago Anacona No cuenta con el certificado ""pruebas en punto de atención del paciente - (point of care testing - POCT)""",,Auditoría de Calidad - AIC - San Sebastián,Administrador,,"Realizar revisión de hojas de vida del personal, con el fin de identificar los cursos de formacion pendientes",calidad,10/Mar/2025,-,,,30/Jun/2025,0 %,-150,,
,,,,,,,,,,,,Gestionar cursos de formación continua pertinente para el personal.,calidad,10/Mar/2025,-,,,,,,,
No Conformidad,26,Gestión de Talento Humano,calidad,10/Mar/2025,Vencida,,*Odontólogo: Sebastián Acosta; no cuenta con el curso en soporte vital básico.,,Auditoría de Calidad - AIC - San Sebastián,Administrador,,Realizar gestion para la capacitacion continua del personal.,calidad,10/Mar/2025,-,,,30/Jun/2025,0 %,-150,,
No Conformidad,27,Gestión de Recursos,calidad,10/Mar/2025,Vencida,,*En el recorrido realizado por la institución se evidencia que no cuentan con ambiente de aseo de uso exclusivo para el proceso de esterilización.,,Auditoría de Calidad - AIC - San Sebastián,Administrador,,Gestionar ambiente de aseo de uso exclusivo para el proceso de esterilización.,Administrador,30/Jun/2025,-,,,30/Jun/2025,0 %,-150,,
No Conformidad,28,Gestión Ambiental,calidad,10/Mar/2025,Vencida,,*No soportan certificado de mantenimiento de los tanques de agua.,,Auditoría de Calidad - AIC - San Sebastián,Administrador,,Gestionar el certificado al lavado de los tanques.,Administrador,10/Mar/2025,-,,,30/Jun/2025,0 %,-150,,
No Conformidad,29,Gestión de Recursos,calidad,10/Mar/2025,Vencida,,*Se evidencia que la rampa ubicada al ingreso de la institución no cuenta con pasamanos ni piso antideslizante.,,Auditoría de Calidad - AIC - San Sebastián,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,30,Gestión Ambiental,calidad,10/Mar/2025,Vencida,,*No aportan concepto de inspección y vigilancia sanitaria por ente departamental o municipal.,,Auditoría de Calidad - AIC - San Sebastián,Administrador,,solicitud de concepto de inspección y vigilancia dirigido a la Secretaría de Salud Departamental,Administrador,31/Mar/2025,-,,,30/Jun/2025,0 %,-150,,
,,,,,,,,,,,,hacer seguimiento a la solicitud realizada,Administrador,30/Jun/2025,-,,,,,,,
,,,,,,,,,,,,atender visita de inspección por parte de la SSDC,Administrador,31/Dic/2025,-,,,,,,,
No Conformidad,31,Gestión de Recursos,calidad,10/Mar/2025,Vencida,,*No soportan certificado RETIE;,,Auditoría de Calidad - AIC - San Sebastián,Administrador,,Gestionar revision y certificado de redes electricas del punto de atención.,calidad,30/Jun/2025,-,,,30/Jun/2025,0 %,-150,,
No Conformidad,32,Gestión Ambiental,calidad,10/Mar/2025,Vencida,,*No se evidencia señalización ni demarcación de la ruta de recolección de residuos hospitalario; el área de segregación de residuos no cuenta con señalización de acuerdo a los colores normativos.,,Auditoría de Calidad - AIC - San Sebastián,Administrador,,Realizar la señalizacion de ruta y segregacion de residuos.,calidad,30/Jun/2025,-,,,30/Jun/2025,0 %,-150,,
No Conformidad,33,Gestión de Recursos,calidad,10/Mar/2025,Vencida,,"*La sala de procedimientos del servicio de urgencias no cuenta con mesón de trabajo, poceta o lavamanos. * La sala de procedimiento no cuenta con una medida de 8m2. *La sala de procedimientos tiene mesón de trabajo. *La sala de procedimientos no cuenta con poceta. *La sala de procedimientos no cuenta con lavamanos.",,Auditoría de Calidad - AIC - San Sebastián,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,38,Gestión de Recursos,calidad,10/Mar/2025,Vencida,,*La estación de enfermería no cuenta con monitorización permanente de los pacientes o sistemas alternativos para su visualización.,,Auditoría de Calidad - AIC - San Sebastián,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,39,Gestión de Recursos,calidad,10/Mar/2025,Vencida,,*La estación de enfermería no cuenta con mesón de trabajo,,Auditoría de Calidad - AIC - San Sebastián,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,40,Gestión de Recursos,calidad,10/Mar/2025,Vencida,,*El servicio de urgencias no cuenta con ambiente de trabajo sucio,,Auditoría de Calidad - AIC - San Sebastián,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,41,Gestión de Recursos,calidad,10/Mar/2025,Vencida,,*La estación de enfermería no cuenta con ambiente o área de trabajo limpio y sucio.,,Auditoría de Calidad - AIC - San Sebastián,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,42,Gestión de Recursos,calidad,10/Mar/2025,Vencida,,*No se evidencia el servicio de urgencia Área o ambiente para depósito de ropa limpia de dimensión,,Auditoría de Calidad - AIC - San Sebastián,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,43,Gestión de Recursos,calidad,10/Mar/2025,Vencida,,"*No se evidencia el servicio de urgencia Área o Ambiente para depósito de ropa sucia, con dimensión variable de acuerdo con las necesidades del servicio.",,Auditoría de Calidad - AIC - San Sebastián,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,44,Gestión de Recursos,calidad,10/Mar/2025,Vencida,,* El baño para usuarios en situación de discapacidad y movilidad reducida no cuenta con alarma de llamado.,,Auditoría de Calidad - AIC - San Sebastián,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,45,Gestión de Recursos,calidad,10/Mar/2025,Vencida,,* El piso del consultorio de procedimiento de citologías no cuenta con estándares de calidad se evidencian dilataciones debajo de la camilla hay un puro el cual es foco de infección.,,Auditoría de Calidad - AIC - San Sebastián,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,46,Gestión de Recursos,calidad,10/Mar/2025,Vencida,,"*Se evidencia que la sala parto, sala de procedimientos, consultorio de citologías, laboratorio clínico, central de esterilización no cuenta con media caña en la unión entre la pared y el piso.",,Auditoría de Calidad - AIC - San Sebastián,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,47,Gestión de Recursos,calidad,10/Mar/2025,Vencida,,* El archivo de historias clínicas físicas no se encuentra adecuadamente se observan cajas abiertas no cuenta con ubicación de en estantes; se evidencia en un área abierta lo cual no garantiza la seguridad de las mismas.,,Auditoría de Calidad - AIC - San Sebastián,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,48,Gestión de Recursos,calidad,10/Mar/2025,Vencida,,* No soporta concepto sanitario de la entidad competente.,,Auditoría de Calidad - AIC - San Sebastián,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,50,Gestión de Recursos,calidad,10/Mar/2025,Vencida,,DOPLER FETAL ubicado en sala de procedimientos 2 Serie m19606510018; MARCA: EDAM - No soportan certificado de Calibración de acuerdo al número de serie verificada en el inventario de equipos biomédicos.,,Auditoría de Calidad - AIC - San Sebastián,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,51,Gestión de Recursos,calidad,10/Mar/2025,Vencida,,ENCUBADORA DE TRANSPORTE: Ubicación Sala partos SERIE 2013 MARCA MEDICALL; No soportan certificado de calibración.,,Auditoría de Calidad - AIC - San Sebastián,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,52,Gestión de Recursos,calidad,10/Mar/2025,Vencida,,Se solicita actualizar el inventario de equipos biomédicos ya que se evidencian equipos que no se encuentran registrados en dicho documento,,Auditoría de Calidad - AIC - San Sebastián,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,53,Gestión de Recursos,calidad,10/Mar/2025,Vencida,,*No soporta concepto sanitario de la entidad competente,,Auditoría de Calidad - AIC - San Sebastián,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,54,Gestión de Recursos,calidad,10/Mar/2025,Vencida,,*El Kardex de dispositivos médicos no cuenta con el ítem Serie,,Auditoría de Calidad - AIC - San Sebastián,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,55,Gestión de Recursos,calidad,10/Mar/2025,Vencida,,*El Kardex de dispositivos médicos no cuenta con el ítem Clasificación por riesgo,,Auditoría de Calidad - AIC - San Sebastián,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,56,Gestión de Recursos,calidad,10/Mar/2025,Vencida,,*El Kardex de dispositivos médicos no cuenta con el ítem Vida Útil.,,Auditoría de Calidad - AIC - San Sebastián,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,57,Gestión de Recursos,calidad,10/Mar/2025,Vencida,,*El Kardex de reactivos no cuenta con ítem de vida Útil,,Auditoría de Calidad - AIC - San Sebastián,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,58,Gestión de Recursos,calidad,10/Mar/2025,Vencida,,*No cuentan con kit de derrames de medicamentos en el servicio de urgencias.,,Auditoría de Calidad - AIC - San Sebastián,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,59,Gestión Ambulatoria,calidad,10/Mar/2025,Vencida,,*No soportan lista de chequeo para medir adherencia de la guía de infección de vías urinarias,,Auditoría de Calidad - AIC - San Sebastián,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,60,Gestión Ambulatoria,calidad,10/Mar/2025,Vencida,,*No soportan socialización de guía de practica clínica de parasitosis intestinal,,Auditoría de Calidad - AIC - San Sebastián,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
